,ESTRATO,DOMINIO,Grupo,ENT,acceso,uso,aptitudes,IDTMex,FAC_HOGAR
257,3,U,32,Chih.,0.8822412155745489,0.7188175526724364,0.8973084886128365,8.198852050213617,359886
258,3,U,32,C.D.Mx,0.9540803882832126,0.8762480902946037,0.7377089915922649,8.796731897495796,359886
259,3,U,32,Gto.,0.9644709543568465,0.742460529732425,0.6613046370835164,8.15033521052412,359886
260,3,U,32,Hgo.,0.8672332942555686,0.6174007612833061,0.5945727396300776,7.127681701415654,359886
261,3,U,32,Jal.,0.8616140713916193,0.687477366421266,0.6212677461024992,7.43890124345654,359886
262,3,U,32,Edo. Méx.,1.0,0.6266630667926623,0.7129166978144509,7.932485662799551,359886
263,3,U,32,Mich.,0.8752676659528908,0.6001712328767123,0.533675799086758,6.9691071934919275,359886
264,3,U,32,Mor.,0.9570904084442404,0.6704162716592673,0.8277874283148018,8.165601577043635,359886
265,3,U,32,Nay.,1.0,0.6666666666666666,0.7777777777777777,8.222222222222223,359886
266,3,U,32,N.L.,0.9678617274894553,0.830112555399552,0.5835695433225999,8.35903621820123,359886
267,3,U,32,Oax.,1.0,0.6666666666666666,0.5555555555555555,7.777777777777779,359886
268,3,U,32,Pue.,1.0,0.6666666666666666,0.894369931099951,8.455406528866568,359886
269,3,U,32,Qro.,0.9170616113744076,0.6746755131968754,0.6703175649529319,7.707583628190996,359886
270,3,U,32,Q. Roo.,0.8585992907801419,0.6666666666666666,0.723105275282193,7.54727438035162,359886
271,3,U,32,S.L.P,1.0,0.5714285714285715,0.4166666666666667,7.11904761904762,359886
272,3,U,32,Sin.,0.8495228357191547,0.5884128103060661,0.6505958562033328,7.05293429650755,359886
273,3,U,32,Son.,0.8576071256620125,0.9550335570469799,0.7789190950295223,8.808400920895014,359886
274,3,U,32,Tab.,1.0,0.6666666666666666,1.0,8.666666666666668,359886
275,3,U,32,Tamps.,0.8546393498137488,0.6197830046725271,0.5896280343516525,7.076945486648409,359886
276,3,U,32,Ver.,1.0,0.6298532105358202,0.8577507396695588,8.2349143214824,359886
277,3,U,32,Yuc.,0.9008985200845666,0.615592487501689,0.8180655475619504,7.702095125468924,359886
278,3,U,32,Zac.,0.75,0.5,0.5,6.0,359886
279,3,U,33,Ags.,0.7090026691556953,0.5274890520234009,0.6156729466865025,6.17731277808939,23387635
280,3,U,33,B.C.,0.7652447124498112,0.7124988320913821,0.5985585006017111,7.108091179368197,23387635
281,3,U,33,B.C.S,0.7067594708136793,0.6242627284095648,0.6281194863089357,6.5803277695108475,23387635
282,3,U,33,Camp.,0.7666658753145624,0.5558070323452383,0.7212925668762171,6.732476764391637,23387635
283,3,U,33,Coah.,0.688856398578477,0.561630757944083,0.5977903498257385,6.197529325741717,23387635
284,3,U,33,Col.,0.7200746729549155,0.6193162371507964,0.669136146677809,6.695835933778466,23387635
285,3,U,33,Chis.,0.7398615365325022,0.5382339531971742,0.7532517991738626,6.618885557266432,23387635
286,3,U,33,Chih.,0.6914249812961633,0.5894573016458432,0.5861627367449106,6.295854605257847,23387635
287,3,U,33,C.D.Mx,0.7803772149310612,0.7411652399548146,0.6809155790938256,7.448000977731155,23387635
288,3,U,33,Dgo.,0.706693261106368,0.5411477252982103,0.6427103496919047,6.276784645002122,23387635
289,3,U,33,Gto.,0.6875948185319174,0.5971105766487504,0.5872208683341315,6.313263317390934,23387635
290,3,U,33,Gro.,0.779139758856247,0.7429140787785768,0.7226589242711648,7.533533199081627,23387635
291,3,U,33,Hgo.,0.7292091928628035,0.5521644017809361,0.6498831322186698,6.425260643012298,23387635
292,3,U,33,Jal.,0.674251335805027,0.5722573300435746,0.5894263988533708,6.164887461101149,23387635
293,3,U,33,Edo. Méx.,0.7754690879089284,0.6231383928234048,0.6333006253129928,6.86103117355532,23387635
294,3,U,33,Mich.,0.6697017820541704,0.5195331902718047,0.621502683226637,5.999945255757176,23387635
295,3,U,33,Mor.,0.7275904299227303,0.5505503849642358,0.6334987852208124,6.379560829989489,23387635
296,3,U,33,Nay.,0.7244474285361486,0.6733955088246537,0.6969654256941732,6.985302600831557,23387635
297,3,U,33,N.L.,0.7681130708228141,0.6771724562987792,0.5617742123718495,6.904690533230072,23387635
298,3,U,33,Oax.,0.7494543921432468,0.6000562522552666,0.7804173102588612,6.958877198111776,23387635
299,3,U,33,Pue.,0.7187555394051122,0.6056360975738645,0.662456143429749,6.622478834775405,23387635
300,3,U,33,Qro.,0.7847236252570029,0.6285599433469957,0.6509646239741887,6.955063522364372,23387635
301,3,U,33,Q. Roo.,0.7371022918273318,0.6000847646090969,0.667547957120041,6.683844139985796,23387635
302,3,U,33,S.L.P,0.7426678483073266,0.6112678020710348,0.6470791250567269,6.7099008516269,23387635
303,3,U,33,Sin.,0.6757841148770656,0.54184248171547,0.6759844651205995,6.222475316611343,23387635
304,3,U,33,Son.,0.693433756481316,0.8069017936088629,0.6017128141459899,7.204767828652695,23387635
305,3,U,33,Tab.,0.748509210303952,0.527693493324457,0.7011697329818439,6.507150280477324,23387635
306,3,U,33,Tamps.,0.7148661433737161,0.5455006240554676,0.6497585400126854,6.340984149742106,23387635
307,3,U,33,Tlax.,0.7312502806844209,0.5341553909834628,0.6766692704722436,6.414961227616023,23387635
308,3,U,33,Ver.,0.7306086303134394,0.5601736764143334,0.6957407253906286,6.55461067769235,23387635
309,3,U,33,Yuc.,0.762283037420866,0.5740186423663526,0.636258698689871,6.617724116528617,23387635
310,3,U,33,Zac.,0.7197065015634148,0.623086461075269,0.6403621801178642,6.651896210790463,23387635
311,3,U,34,Ags.,0.6003850385038504,0.665849480695037,0.5128216889903705,6.0905814547762915,156442
312,3,U,34,B.C.,0.75,0.8259056554599948,0.8654675502261492,8.034557722292279,156442
313,3,U,34,B.C.S,0.6147058823529412,0.6683826173403556,0.6224691395815934,6.377292277936374,156442
314,3,U,34,Camp.,0.75,0.6666666666666666,0.9046087888531619,7.47588424437299,156442
315,3,U,34,Coah.,0.75,0.6666666666666666,0.9219638242894056,7.510594315245478,156442
316,3,U,34,Col.,0.5791044776119403,0.6216420734014377,0.4249891915261565,5.652964587105825,156442
317,3,U,34,Chih.,0.75,1.0,1.0,9.000000000000002,156442
318,3,U,34,C.D.Mx,0.6765571358509073,1.0,0.9424093837131045,8.591047310829838,156442
319,3,U,34,Dgo.,0.5,0.6666666666666666,0.5833333333333334,5.833333333333334,156442
320,3,U,34,Gto.,0.6467120398773006,0.7671070628160049,0.4614579552129743,6.578192321199171,156442
321,3,U,34,Jal.,0.5964356002624098,0.6579545178126528,0.4829537624335478,5.983467997167347,156442
322,3,U,34,Mich.,0.5799039780521262,0.5807035403234928,0.5535561442648192,5.749542362032114,156442
323,3,U,34,Mor.,0.6799999999999999,0.49717171717171715,0.9066666666666666,6.522020202020203,156442
324,3,U,34,Nay.,0.75,0.5910931174089069,0.5211984822876494,6.406769434210926,156442
325,3,U,34,N.L.,0.5,0.5833333333333334,0.4166666666666667,5.166666666666667,156442
326,3,U,34,Oax.,0.75,0.6666666666666666,0.8333333333333334,7.333333333333334,156442
327,3,U,34,Qro.,0.6698529411764707,0.7710784313725491,0.5813855548536534,6.926496599903386,156442
328,3,U,34,Q. Roo.,0.75,0.6104368932038835,0.8482705631433226,7.13828869910218,156442
329,3,U,34,S.L.P,0.6244019138755981,0.4440894568690095,0.3333333333333333,4.940632149645097,156442
330,3,U,34,Sin.,0.6459613696224759,0.6410458133375292,0.6220883111225658,6.392205354085152,156442
331,3,U,34,Son.,0.75,0.9600358422939067,0.5078608690357743,7.855865107247176,156442
332,3,U,34,Tab.,0.75,0.6666666666666666,0.7777777777777778,7.222222222222222,156442
333,3,U,34,Tamps.,0.6364541832669323,0.5619524405506883,0.459718026183283,5.713062547637048,156442
334,3,U,34,Tlax.,0.89125,0.5062122825701101,1.0,7.589849130280442,156442
335,3,U,34,Ver.,0.75,0.5,0.5555555555555555,6.111111111111112,156442
336,3,U,34,Yuc.,0.601461038961039,0.5581303228362052,0.6663882857301932,5.971142018649363,156442
337,3,U,34,Zac.,0.8470052083333333,0.5864297253634895,0.6666666666666666,7.067073068120624,156442
338,4,U,40,Ags.,0.8021472392638036,0.5524813470036958,0.7604870005278558,6.939488346125709,234968
339,4,U,40,B.C.,0.9644921552436003,0.7885450747184065,0.9000926440615157,8.812334207971059,234968
340,4,U,40,B.C.S,0.9427127211457456,0.776748104465038,0.7989945024539183,8.475832307350972,234968
341,4,U,40,Camp.,0.7351129363449691,0.40474560803102894,0.6988364134154689,5.95710700433493,234968
342,4,U,40,Coah.,1.0,0.6011919143110253,0.8352082699908787,8.075184197225859,234968
343,4,U,40,Col.,1.0,0.7289919485681836,0.9194086978728557,8.754785190018445,234968
344,4,U,40,Chih.,1.0,0.8333333333333334,0.8333333333333334,9.000000000000002,234968
345,4,U,40,C.D.Mx,0.9618222253600678,0.9298305886374226,0.794166516525534,9.15494428904103,234968
346,4,U,40,Dgo.,0.8445094509450946,0.6666666666666666,0.8825201767269361,7.8097448239009175,234968
347,4,U,40,Gto.,0.91994546162836,0.7447560964725541,0.8488023609796049,8.356410954362868,234968
348,4,U,40,Jal.,1.0,0.9325165900969883,0.9302641323130091,9.590594625013972,234968
349,4,U,40,Edo. Méx.,0.75,0.7283333209458683,0.5893572953930396,7.092047874569554,234968
350,4,U,40,Mich.,0.905811623246493,0.7148849138606431,0.7458100558659218,7.974406260160389,234968
351,4,U,40,Nay.,0.8680257510729614,0.6666666666666666,1.0,8.138769670958512,234968
352,4,U,40,N.L.,0.9285533423362593,0.7764160723335674,0.8619286534290408,8.54373496553739,234968
353,4,U,40,Pue.,1.0,1.0,0.8333333333333334,9.666666666666668,234968
354,4,U,40,Qro.,1.0,0.6984033175163646,0.8178757164098277,8.429364702885115,234968
355,4,U,40,Q. Roo.,1.0,0.6666666666666666,0.9394816652881168,8.545629997242902,234968
356,4,U,40,S.L.P,1.0,0.8888888888888888,0.7777777777777777,9.11111111111111,234968
357,4,U,40,Sin.,0.9247572815533981,0.6478075364813022,0.8616154725720854,8.013490217282973,234968
358,4,U,40,Son.,1.0,1.0,1.0,10.0,234968
359,4,U,40,Tab.,1.0,0.6666666666666666,0.8333333333333334,8.333333333333336,234968
360,4,U,40,Tamps.,0.8749501793543244,0.603912096239462,0.5910886487742535,7.097626399923652,234968
361,4,U,40,Tlax.,1.0,0.6666666666666666,0.5,7.666666666666667,234968
362,4,U,40,Ver.,0.25,0.0,0.3333333333333333,1.666666666666667,234968
363,4,U,40,Yuc.,0.9053129931614939,0.6666666666666666,0.6563993627190653,7.600717364750773,234968
364,4,U,41,Ags.,0.9115357395612173,0.6524509803921569,0.8692338547934216,7.994414589400341,126403
365,4,U,41,B.C.,1.0,1.0,0.7333333333333334,9.466666666666669,126403
366,4,U,41,B.C.S,0.6611675126903553,0.6616085730400451,0.7838827838827839,6.85886991068717,126403
367,4,U,41,Camp.,1.0,0.6666666666666666,1.0,8.666666666666668,126403
368,4,U,41,Coah.,1.0,1.0,0.8333333333333334,9.666666666666668,126403
369,4,U,41,Col.,0.7414089347079038,0.7262080969927821,0.902,7.6744681268027435,126403
370,4,U,41,Chis.,0.75,0.6666666666666666,1.0,7.666666666666666,126403
371,4,U,41,Chih.,0.75,1.0,1.0,9.000000000000002,126403
372,4,U,41,C.D.Mx,0.627094972067039,0.7574795188231755,0.683246896479174,6.904791756519206,126403
373,4,U,41,Dgo.,0.6101543942992874,0.5197941409342834,0.43528441879637264,5.390362978527029,126403
374,4,U,41,Gto.,0.75,0.6666666666666666,1.0,7.666666666666666,126403
375,4,U,41,Jal.,0.682238453094655,0.8869788971860589,0.8293713855865912,7.935612172296038,126403
376,4,U,41,Mich.,0.75,0.4519161243673174,0.3046757164404223,5.417015930350114,126403
377,4,U,41,Mor.,0.7707930367504836,0.6666666666666666,0.797818366311517,7.3454755462916355,126403
378,4,U,41,N.L.,0.8255679630342703,0.8726735977409832,0.8178715874620829,8.42870941802518,126403
379,4,U,41,Pue.,0.5045207956600362,0.3945656912149393,0.7831036548831637,5.162553257266229,126403
380,4,U,41,Qro.,0.8301749271137027,0.7896015549076774,0.90691685062546,8.29293962933644,126403
381,4,U,41,Q. Roo.,0.7054695062923524,0.6666666666666666,0.7982814850302251,7.085107661896527,126403
382,4,U,41,S.L.P,0.75,1.0,1.0,9.000000000000002,126403
383,4,U,41,Sin.,0.6342182890855457,0.5662188099808061,0.8995521433141395,6.600852682893686,126403
384,4,U,41,Son.,0.8255555555555556,0.7713580246913581,0.9485822306238184,8.284818782235291,126403
385,4,U,41,Tab.,1.0,0.6666666666666666,0.9166666666666666,8.5,126403
386,4,U,41,Tamps.,0.7190949227373069,0.5822820300873848,0.918572907841476,7.0426536269817195,126403
387,4,U,41,Tlax.,0.5,0.5833333333333334,0.5555555555555555,5.444444444444445,126403
388,4,U,41,Ver.,0.5,0.0,0.3333333333333333,2.6666666666666665,126403
389,4,U,41,Yuc.,0.6147377938517179,0.48807643570056974,0.805693165660425,6.022643249530001,126403
390,4,U,42,Ags.,0.8364366415595924,0.6292205844149236,0.7629004206959146,7.388429745289892,10397824
391,4,U,42,B.C.,0.8246441384099062,0.7747503750613003,0.7167561511773162,7.83109035623946,10397824
392,4,U,42,B.C.S,0.8238203630533127,0.7225402996949827,0.7625535721573167,7.710549795307816,10397824
393,4,U,42,Camp.,0.793263072085711,0.5937054756727154,0.7260802005404522,7.00003459211461,10397824
394,4,U,42,Coah.,0.8599918765231519,0.7095969394710903,0.7789359344738184,7.836227132924606,10397824
395,4,U,42,Col.,0.7936404576436222,0.6825634244931873,0.7688153529998175,7.442446234546873,10397824
396,4,U,42,Chis.,0.745002467917078,0.5613757993824839,0.8112552090284885,6.848023487255225,10397824
397,4,U,42,Chih.,0.8348100911263818,0.6906499166560963,0.7828354906559793,7.667511012441871,10397824
398,4,U,42,C.D.Mx,0.8949543597378877,0.8206379376358903,0.812897634900159,8.488164459295431,10397824
399,4,U,42,Dgo.,0.7774092510176964,0.5979537650162161,0.7871320976219032,7.0757162593794565,10397824
400,4,U,42,Gto.,0.8177981731525252,0.7242793342656068,0.7598450923963332,7.688000214465195,10397824
401,4,U,42,Gro.,0.9375,0.6666666666666666,1.0,8.416666666666666,10397824
402,4,U,42,Hgo.,0.8247510229290513,0.6140701343089042,0.7398016968317912,7.234888022615404,10397824
403,4,U,42,Jal.,0.853266030877382,0.7344255158513953,0.777526772174047,7.905819731263203,10397824
404,4,U,42,Edo. Méx.,0.8641626636309958,0.7037894449246536,0.7783383368865574,7.8284851079957125,10397824
405,4,U,42,Mich.,0.7831027389540126,0.6590524021523466,0.8111242093083795,7.390868983042196,10397824
406,4,U,42,Mor.,0.8268620187855537,0.6305471776755155,0.7892238315196117,7.408084448883501,10397824
407,4,U,42,Nay.,0.8373682381559133,0.7648364252303272,0.8195742236758283,8.04796710089662,10397824
408,4,U,42,N.L.,0.8802026852769639,0.7733229830002011,0.786516983404789,8.187136639918238,10397824
409,4,U,42,Oax.,0.8849418782502294,0.7496461388249925,0.9144458487330659,8.36724376576702,10397824
410,4,U,42,Pue.,0.8471686307227031,0.6687754436830536,0.8379373110041506,7.739650919631328,10397824
411,4,U,42,Qro.,0.8647378533806298,0.6918150023928157,0.8027060147774664,7.831623452648715,10397824
412,4,U,42,Q. Roo.,0.8215440007239725,0.6321568186679958,0.7957360982818469,7.406275474131567,10397824
413,4,U,42,S.L.P,0.8293189978510124,0.6958428869703693,0.7620124958825493,7.624672531050624,10397824
414,4,U,42,Sin.,0.7799005528122602,0.6069382967686275,0.7789619025287856,7.105279203381123,10397824
415,4,U,42,Son.,0.8238086331329093,0.9364572400600154,0.8138736564296715,8.668810805631043,10397824
416,4,U,42,Tab.,0.9011109873586901,0.6703459006425515,0.8595982086727662,8.005023969350498,10397824
417,4,U,42,Tamps.,0.8110138844647641,0.5928287987614503,0.7697183396215893,7.1548074121480365,10397824
418,4,U,42,Tlax.,0.7361963190184049,0.5564315905104359,0.7482160293174757,6.666943696750315,10397824
419,4,U,42,Ver.,0.8963355834136933,0.6167232363930767,0.7905210666646526,7.633277412556386,10397824
420,4,U,42,Yuc.,0.8289898693290265,0.6048741791904351,0.7841925962412368,7.303841386560319,10397824
421,4,U,42,Zac.,0.8050358440222457,0.7567724380342503,0.789014116460578,7.82526136114714,10397824
422,4,U,43,Ags.,1.0,0.6666666666666666,0.8988098859543007,8.46428643857527,324162
423,4,U,43,B.C.,1.0,0.8167469234884965,0.8246058558558559,8.916199405665699,324162
424,4,U,43,B.C.S,0.75,0.6666666666666666,1.0,7.666666666666666,324162
425,4,U,43,Camp.,1.0,0.6666666666666666,0.3333333333333333,7.333333333333334,324162
426,4,U,43,Coah.,0.9518365817091454,0.6666666666666666,0.7669961459996038,8.008005285502456,324162
427,4,U,43,Col.,1.0,1.0,1.0,10.0,324162
428,4,U,43,Chis.,1.0,0.6666666666666666,1.0,8.666666666666668,324162
429,4,U,43,Chih.,0.5,0.3333333333333333,0.3333333333333333,4.0,324162
430,4,U,43,C.D.Mx,1.0,0.9353808296476499,0.8316640102079695,9.40485133900654,324162
431,4,U,43,Gto.,1.0,0.8976862688828064,0.7480069546966862,9.086758984924598,324162
432,4,U,43,Jal.,0.9730393731132378,0.8331474029943976,0.8727049405881577,8.970156985606858,324162
433,4,U,43,Edo. Méx.,0.9576963208274736,0.7604924298968211,0.8992483084536028,8.671251619804385,324162
434,4,U,43,Mor.,0.9711722488038277,0.6666666666666666,0.9781068898905344,8.507569441663046,324162
435,4,U,43,Nay.,1.0,0.6666666666666666,1.0,8.666666666666668,324162
436,4,U,43,N.L.,1.0,0.8635075919392645,0.9322015016611189,9.318433371079296,324162
437,4,U,43,Pue.,1.0,0.6666666666666666,0.815134852055512,8.296936370777692,324162
438,4,U,43,Qro.,0.9493963068181819,0.7829071969696969,0.8213780267441289,8.571970068639773,324162
439,4,U,43,Q. Roo.,1.0,0.6666666666666666,0.8767092580138982,8.420085182694464,324162
440,4,U,43,S.L.P,1.0,0.6441342150379623,0.8935605645191552,8.363657989190159,324162
441,4,U,43,Sin.,1.0,0.6666666666666666,0.7064311348882253,8.079528936443118,324162
442,4,U,43,Son.,1.0,1.0,1.0,10.0,324162
443,4,U,43,Tamps.,1.0,0.6666666666666666,0.9287454685921436,8.524157603850956,324162
444,4,U,43,Ver.,1.0,0.6666666666666666,1.0,8.666666666666668,324162
445,4,U,43,Yuc.,0.935756002595717,0.6666666666666666,0.7798774185865649,7.969445514222665,324162
446,4,U,43,Zac.,1.0,1.0,0.5,9.0,324162
447,4,U,44,Ags.,0.6870437956204379,0.6666666666666666,0.5825301223996648,6.579902093947748,60749
448,4,U,44,B.C.,0.75,0.8358413132694938,0.704117932369384,7.751601117816744,60749
449,4,U,44,B.C.S,0.75,0.6666666666666666,1.0,7.666666666666666,60749
450,4,U,44,Camp.,0.5,0.6666666666666666,0.75,6.166666666666667,60749
451,4,U,44,Col.,0.872791519434629,0.8362779740871614,0.8652773207822492,8.566832615651661,60749
452,4,U,44,C.D.Mx,0.75,0.8888888888888888,0.6666666666666666,7.888888888888889,60749
453,4,U,44,Gto.,0.6594239094239094,0.7035035986667554,0.683325743296357,6.818361518955374,60749
454,4,U,44,Mor.,0.5,0.6666666666666666,0.5,5.666666666666666,60749
455,4,U,44,Nay.,1.0,1.0,1.0,10.0,60749
456,4,U,44,Qro.,0.6654596977329975,0.658155419962462,0.9355870895937674,7.165634649969373,60749
457,4,U,44,Sin.,0.75,0.6337552742616034,0.8088255977496485,7.152672292545711,60749
458,4,U,44,Son.,0.6825552825552825,1.0,0.8558466579753263,8.441914446171783,60749
459,4,U,44,Tab.,0.75,0.6666666666666666,1.0,7.666666666666666,60749
460,4,U,44,Tamps.,0.5,0.6666666666666666,1.0,6.666666666666668,60749
461,4,U,44,Yuc.,0.673108552631579,0.6404015401540154,0.916813401277544,7.087667173697466,60749
462,1,R,11,B.C.,0.3703031275703653,0.2709106379806399,0.4233368623819165,3.411528786967854,21166834
463,1,R,11,B.C.S,0.31103707211473414,0.2552861316409078,0.4005568713239524,3.066406557670472,21166834
464,1,R,11,Camp.,0.33441316014622385,0.22788341364754938,0.4046144819421153,3.058415259059324,21166834
465,1,R,11,Coah.,0.23468224354418382,0.13930151065128352,0.3591934089923577,2.2143218347665847,21166834
466,1,R,11,Col.,0.4215472027972028,0.36057957401627916,0.41770999324386254,3.9639270937416535,21166834
467,1,R,11,Chis.,0.21651978457987925,0.10208448722748524,0.3267273050577283,1.9278716973449144,21166834
468,1,R,11,Chih.,0.2868140592296774,0.17726334132436528,0.3698950155206251,2.596099633257421,21166834
469,1,R,11,Dgo.,0.29107107811068955,0.15314716727819538,0.3582587625113515,2.493390506578243,21166834
470,1,R,11,Gto.,0.40387220714500405,0.3193422013202422,0.36486588228854194,3.6225893984380693,21166834
471,1,R,11,Gro.,0.33455583670977124,0.23087538543062427,0.37549980210509887,3.0127244927717802,21166834
472,1,R,11,Hgo.,0.32166405811518084,0.22062453776402724,0.3857137810851948,2.940581945687222,21166834
473,1,R,11,Jal.,0.3155181636920682,0.2410644325726664,0.35811219444516834,2.9425547739492752,21166834
474,1,R,11,Edo. Méx.,0.322377232665524,0.21995264097490272,0.35460173150088176,2.8785229575634705,21166834
475,1,R,11,Mich.,0.2801065707719062,0.12051227907339203,0.34588846740543894,2.294252334192071,21166834
476,1,R,11,Mor.,0.44923417681843825,0.32609391881452454,0.45682418885148435,4.014960760234819,21166834
477,1,R,11,Nay.,0.2767758046614872,0.1437551347713049,0.3600271925423368,2.402178142815842,21166834
478,1,R,11,N.L.,0.3725113993963136,0.3949353621901284,0.4165519737642116,3.902890993874192,21166834
479,1,R,11,Oax.,0.348512711750651,0.230982682344173,0.36510236640995825,3.0481863091992123,21166834
480,1,R,11,Pue.,0.33147008148644685,0.2433294387800359,0.3874579106521951,3.0741139023703212,21166834
481,1,R,11,Qro.,0.3778383013672158,0.2793737276708488,0.37241122207436517,3.3736705603009893,21166834
482,1,R,11,Q. Roo.,0.29655462722196174,0.22456024181692938,0.37260752338410597,2.829674522923776,21166834
483,1,R,11,S.L.P,0.28301620486763523,0.1709635404997999,0.35561603037620776,2.5271510422221564,21166834
484,1,R,11,Sin.,0.3368166872174271,0.24592363381387441,0.41434290340752655,3.1596470909402594,21166834
485,1,R,11,Son.,0.39797642814612444,0.38133413527327886,0.4179534674592276,3.9531491885960692,21166834
486,1,R,11,Tab.,0.3461837587056911,0.2400928271929299,0.43190756808665715,3.208921479767799,21166834
487,1,R,11,Tamps.,0.40214667247183256,0.3407885613884735,0.4090881184905058,3.7899171724222356,21166834
488,1,R,11,Tlax.,0.25124554065690735,0.17246970708294443,0.3609997729832955,2.416860536925998,21166834
489,1,R,11,Ver.,0.3018409526416644,0.18316413392507622,0.3587858646781925,2.6575920756233473,21166834
490,1,R,11,Yuc.,0.3283039105839915,0.2639178341327708,0.37682597439771964,3.1225389276624886,21166834
491,1,R,11,Zac.,0.35133339549629355,0.24372567571722803,0.3522228281367262,3.084681941127539,21166834
492,1,U,11,B.C.,0.6,0.44637681159420284,0.4304093567251462,5.0463259598271035,5900321
493,1,U,11,B.C.S,0.5033549867745448,0.5255667894908712,0.4454763908342465,5.006639886730158,5900321
494,1,U,11,Camp.,0.3536229710362297,0.26194329589000276,0.44528172998195314,3.3528285276688363,5900321
495,1,U,11,Coah.,0.3125,0.17857142857142858,0.40740740740740744,2.7791005291005293,5900321
496,1,U,11,Chis.,0.34192385362810707,0.17508654109534272,0.3932342054578691,2.8545099898095376,5900321
497,1,U,11,Chih.,0.65,0.6666666666666666,0.8148148148148149,6.8962962962962955,5900321
498,1,U,11,C.D.Mx,0.5,0.5027777777777778,0.45098039215686275,4.913071895424837,5900321
499,1,U,11,Dgo.,0.7755951511610925,0.6372133781218051,0.826278079855819,7.3037902768432295,5900321
500,1,U,11,Gto.,0.49848932676518887,0.4476012860803909,0.41402609608890567,4.612414643560131,5900321
501,1,U,11,Gro.,0.45944601543111424,0.38238943862346714,0.42998716490044636,4.227316146019218,5900321
502,1,U,11,Hgo.,0.41666666666666663,0.5277777777777778,0.42424242424242425,4.626262626262626,5900321
503,1,U,11,Jal.,0.3,0.2222222222222222,0.3666666666666667,2.822222222222223,5900321
504,1,U,11,Edo. Méx.,0.41812746923251803,0.35416844305717965,0.45026652913126425,3.98971670742132,5900321
505,1,U,11,Mich.,0.278278994051332,0.1592141191789447,0.4042917745867434,2.558556002094594,5900321
506,1,U,11,Mor.,0.48730085710135107,0.35183743172371523,0.38213155822898043,4.120816271758226,5900321
507,1,U,11,N.L.,0.34828422230511,0.21956114057185447,0.41320901812653504,3.0977994877609283,5900321
508,1,U,11,Oax.,0.3572695623342175,0.18628480125963173,0.36726008455510345,2.908737623485604,5900321
509,1,U,11,Pue.,0.3129663095391765,0.1935808931245223,0.3782725398609617,2.782733890376719,5900321
510,1,U,11,Qro.,0.43023255813953487,0.3542584705161102,0.3961737419412458,3.9303115985050723,5900321
511,1,U,11,Q. Roo.,0.4887310854954379,0.4147265608984707,0.4639435668341572,4.54171771924395,5900321
512,1,U,11,S.L.P,0.2960582787440705,0.1445253374892135,0.33021219605206625,2.4227588570372687,5900321
513,1,U,11,Sin.,0.5,0.42745098039215684,0.3888888888888889,4.487581699346405,5900321
514,1,U,11,Son.,0.48463047743623283,0.5456184227505685,0.4461132650114996,5.013222130770205,5900321
515,1,U,11,Tab.,0.3436978421554602,0.2416014331875941,0.415163769524526,3.1715246404212696,5900321
516,1,U,11,Tamps.,0.5278020776380536,0.4641301783790503,0.41571691561421814,4.799162855296853,5900321
517,1,U,11,Tlax.,0.3825842696629213,0.2526959189612586,0.3530482377750052,3.24721723004673,5900321
518,1,U,11,Ver.,0.31189501591440455,0.18958704166586413,0.3199078274027251,2.6457438851265254,5900321
519,1,U,11,Yuc.,0.36895178309684057,0.2789381090322352,0.39139589379450657,3.3743513561053162,5900321
